,word1,word2,similarity
2921,girl,wind,5.000000
2922,frog,subway,5.000000
2923,map,weed,5.000000
2924,bike,flame,5.000000
2925,dew,engine,5.000000
2926,cake,library,5.000000
2927,carnival,wool,5.000000
2928,bottle,library,5.000000
2929,eat,hair,5.000000
2930,dragon,furniture,5.000000
2931,skull,storm,5.000000
2932,rodent,smile,5.000000
2933,punk,skyscraper,5.000000
2934,gun,pizza,4.000000
2935,female,square,4.000000
2936,pub,snowman,4.000000
2937,meat,moon,4.000000
2938,potato,skating,4.000000
2939,dragonfly,wine,4.000000
2940,flight,whisker,4.000000
2941,boxer,lighthouse,4.000000
2942,fungus,wedding,4.000000
2943,lick,pier,4.000000
2944,mirror,raspberry,4.000000
2945,bike,hummingbird,4.000000
2946,key,misty,4.000000
2947,cafe,frog,4.000000
2948,soup,wool,4.000000
2949,carrot,memorial,4.000000
2950,lion,square,4.000000
2951,bucket,girl,4.000000
2952,feline,nut,4.000000
2953,gun,quote,4.000000
2954,furniture,pizza,4.000000
2955,goose,stencil,4.000000
2956,chicken,knit,4.000000
2957,abstract,frog,4.000000
2958,ceiling,mug,4.000000
2959,fish,rocket,4.000000
2960,flamingo,office,4.000000
2961,rabbit,sphere,4.000000
2962,ice,sheep,4.000000
2963,car,tongue,4.000000
2964,bracelet,mountain,4.000000
2965,cocktail,write,4.000000
2966,lego,weather,4.000000
2967,cigarette,skating,3.000000
2968,happy,rusty,3.000000
2969,tomato,whale,3.000000
2970,chess,cigarette,3.000000
2971,fish,theatre,3.000000
2972,donut,panda,3.000000
2973,hot,zombie,3.000000
2974,machine,pond,3.000000
2975,guitar,nude,3.000000
2976,giraffe,mist,3.000000
2977,bread,cliff,3.000000
2978,bible,misty,3.000000
2979,construction,violet,3.000000
2980,cheetah,soup,3.000000
2981,puppy,skyline,3.000000
2982,child,ford,3.000000
2983,cheetah,phone,3.000000
2984,explosion,stencil,3.000000
2985,carrot,design,2.000000
2986,jellyfish,rally,2.000000
2987,military,tomato,2.000000
2988,gun,stair,2.000000
2989,cafe,lizard,2.000000
2990,post,tulip,2.000000
2991,grave,hat,2.000000
2992,apple,cute,2.000000
2993,angel,gasoline,1.000000
2994,giraffe,harbor,1.000000
2995,feather,truck,1.000000
2996,festival,whisker,1.000000
2997,muscle,tulip,1.000000
2998,bikini,pizza,1.000000
2999,bakery,zebra,0.000000
